id,Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Total_Expenses,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Rent,Potential_Savings_Loan_Repayment,Potential_Savings_Insurance,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
2527,16900,21,0,Student,Tier_2,4010,0,310,2320,690,470,480,550,590,150,420,9990,26.5,4480,6910,120,0,10,70,70,160,140,20,20,0,100
2528,93800,28,2,Salaried,Tier_1,28520,2690,1820,13300,5150,4670,3680,5730,2610,870,2500,71540,21.8,20450,22260,860,80,50,400,520,1630,1100,170,80,30,620
2529,208000,45,0,Self-Employed,Tier_1,47320,1430,6890,18910,11120,12840,9040,5610,6010,2370,12040,133580,27.1,56370,74420,1420,40,210,570,1110,4490,2710,170,180,70,3010
2530,64600,39,0,Freelancer,Tier_3,19160,590,2690,6420,5750,2640,3220,2140,1480,970,2120,47180,21.6,13950,17420,570,20,80,190,580,920,970,60,40,30,530
2531,87300,24,2,Salaried,Tier_1,28320,0,2080,8140,5060,6310,1610,5440,3650,1330,4430,66370,11.9,10390,20930,850,0,60,240,510,2210,480,160,110,40,1110
2532,72600,29,0,Freelancer,Tier_1,13880,0,2560,5100,5930,5360,2960,2290,2280,400,3280,44040,25.5,18510,28560,420,0,80,150,590,1880,890,70,70,10,820
2533,89900,32,0,Salaried,Tier_2,16070,16830,4370,7510,7550,3060,4460,2420,5300,220,2690,70480,29.3,26340,19420,480,500,130,230,760,1070,1340,70,160,10,670
2534,128300,38,0,Salaried,Tier_1,43890,0,3970,17580,9740,9890,5240,6010,3230,2080,3330,104960,8.1,10390,23340,1320,0,120,530,970,3460,1570,180,100,60,830
2535,87200,30,0,Freelancer,Tier_1,23560,0,3000,11510,6130,4690,900,4930,4690,180,2020,61610,28.2,24590,25590,710,0,90,350,610,1640,270,150,140,10,500
2536,45500,38,2,Self-Employed,Tier_2,6770,730,1110,5120,3340,2640,530,2690,1520,740,1730,26920,25.2,11470,18580,200,20,30,150,330,920,160,80,50,20,430
2537,53900,39,0,Salaried,Tier_3,10060,0,2560,5630,1920,1190,1790,1650,1130,30,2070,28030,14.1,7600,25870,300,0,80,170,190,420,540,50,30,0,520
2538,172600,28,0,Business Owner,Tier_2,40700,23870,5550,21870,10630,9690,3090,4590,5120,1380,8540,135030,26.8,46260,37570,1220,720,170,660,1060,3390,930,140,150,40,2140
2539,46100,37,1,Salaried,Tier_1,14580,10070,970,4050,4080,1520,1790,1580,1970,30,1620,42260,34.9,16090,3840,440,300,30,120,410,530,540,50,60,0,400
2540,158200,50,3,Salaried,Tier_1,51470,17620,6300,18250,7600,11180,5950,9620,10130,17240,8680,164040,17.6,27840,-5840,1540,530,190,550,760,3910,1780,290,300,520,2170
2541,50600,34,3,Salaried,Tier_2,11440,8920,830,5300,4000,2640,1650,3620,2330,1140,2630,44500,17.2,8700,6100,340,270,20,160,400,920,500,110,70,30,660
2542,66000,53,0,Business Owner,Tier_1,9240,4360,2220,6070,2410,6180,1910,2710,3300,440,2810,41650,30.6,20200,24350,280,130,70,180,240,2160,570,80,100,10,700
2543,74900,30,0,Salaried,Tier_1,19550,0,1390,7890,5850,6360,2940,1520,3540,850,1880,51770,17.4,13030,23130,590,0,40,240,580,2230,880,50,110,30,470
2544,146400,37,0,Salaried,Tier_1,31390,0,4130,18410,10260,5160,2490,5030,3740,1400,7850,89860,29.8,43630,56540,940,0,120,550,1030,1810,750,150,110,40,1960
2545,39500,33,0,Salaried,Tier_3,6210,4840,1040,5190,3160,2540,590,930,1240,220,1140,27100,21.4,8450,12400,190,150,30,160,320,890,180,30,40,10,280
2546,78900,35,2,Self-Employed,Tier_1,14410,0,2900,10480,2760,2270,1890,4840,3380,1100,4720,48750,16.9,13330,30150,430,0,90,310,280,790,570,150,100,30,1180
2547,44100,36,2,Salaried,Tier_3,5950,1500,1580,5590,3790,2180,1380,2500,1730,1550,2060,29810,20.7,9130,14290,180,40,50,170,380,760,410,80,50,50,520
2548,119800,48,0,Salaried,Tier_1,33720,11590,5720,16240,3850,5610,4150,2890,6790,280,5910,96750,16.5,19770,23050,1010,350,170,490,380,1960,1240,90,200,10,1480
2549,53900,24,3,Freelancer,Tier_1,10080,0,2490,4480,2850,3480,1710,2170,760,380,2900,31300,10.7,5770,22600,300,0,70,130,280,1220,510,70,20,10,720
2550,64300,44,1,Salaried,Tier_2,10610,3270,1590,4850,3180,2060,2170,1640,3540,460,1800,35170,32.2,20700,29130,320,100,50,150,320,720,650,50,110,10,450
2551,59600,34,3,Freelancer,Tier_2,14460,0,1330,9580,1890,3130,1290,2470,3240,6420,2270,46080,21.2,12640,13520,430,0,40,290,190,1100,390,70,100,190,570
2552,24000,24,0,Student,Tier_1,7620,0,330,1910,1810,1970,450,1230,1310,300,670,17600,17.0,4080,6400,230,0,10,60,180,690,140,40,40,10,170
2553,92600,19,0,Business Owner,Tier_2,18670,0,3990,11970,2910,7820,2340,3430,5260,960,4350,61700,8.5,7870,30900,560,0,120,360,290,2740,700,100,160,30,1090
2554,17300,23,0,Student,Tier_2,4750,0,270,2090,780,670,250,840,230,210,360,10450,28.3,4900,6850,140,0,10,60,80,230,80,30,10,10,90
2555,78400,22,1,Salaried,Tier_2,10110,0,990,9550,3080,6520,2320,3010,1760,1250,1950,40540,13.8,10820,37860,300,0,30,290,310,2280,700,90,50,40,490
2556,117800,46,1,Business Owner,Tier_2,31240,14490,5210,17340,7310,11490,1780,4650,1290,11980,6860,113640,20.6,24270,4160,940,430,160,520,730,4020,530,140,40,360,1720
2557,101200,45,1,Salaried,Tier_2,25800,2810,1540,11780,3560,2940,3110,3170,3880,1650,6020,66260,18.9,19130,34940,770,80,50,350,360,1030,930,100,120,50,1500
2558,79300,31,4,Salaried,Tier_3,21590,13390,2250,8710,3550,2910,1230,6160,4940,6440,2940,74110,12.9,10230,5190,650,400,70,260,360,1020,370,180,150,190,740
2559,56900,34,3,Freelancer,Tier_1,11630,0,1530,8600,2080,1990,820,1890,1040,340,2360,32280,13.2,7510,24620,350,0,50,260,210,700,250,60,30,10,590
2560,8100,30,1,Salaried,Tier_1,1680,330,170,530,470,720,220,400,310,320,260,5410,28.1,2280,2690,50,10,10,20,50,250,70,10,10,10,60
2561,154700,30,0,Salaried,Tier_1,36990,0,5000,11470,11680,12780,7150,6250,8810,2670,4820,107620,9.1,14080,47080,1110,0,150,340,1170,4470,2140,190,260,80,1200
2562,28100,46,1,Freelancer,Tier_1,6080,330,1070,2830,2010,1780,1310,1440,640,250,860,18600,20.9,5870,9500,180,10,30,80,200,620,390,40,20,10,220
2563,105200,41,2,Self-Employed,Tier_1,31430,0,4690,8170,5830,9390,4530,3100,5680,1850,4720,79390,20.0,21040,25810,940,0,140,250,580,3290,1360,90,170,60,1180
2564,8100,51,1,Freelancer,Tier_1,2490,0,360,1150,360,720,220,410,290,50,190,6240,31.3,2540,1860,70,0,10,30,40,250,70,10,10,0,50
2565,6000,23,0,Student,Tier_2,1280,0,70,370,420,500,70,300,160,80,160,3410,27.9,1670,2590,40,0,0,10,40,180,20,10,0,0,40
2566,91100,39,3,Salaried,Tier_3,11110,7960,1940,10710,4700,7190,2740,3460,4000,5560,4430,63800,25.3,23050,27300,330,240,60,320,470,2520,820,100,120,170,1110
2567,68900,53,2,Self-Employed,Tier_2,14360,11100,1670,9270,4040,2230,3100,1880,4470,750,2190,55060,9.8,6750,13840,430,330,50,280,400,780,930,60,130,20,550
2568,9100,23,0,Student,Tier_1,2330,0,100,1170,800,640,360,260,150,80,370,6260,18.7,1700,2840,70,0,0,40,80,220,110,10,0,0,90
2569,37600,61,0,Self-Employed,Tier_2,6060,7790,1790,3250,2580,4050,1700,2130,870,70,1890,32180,9.1,3420,5420,180,230,50,100,260,1420,510,60,30,0,470
2570,8100,30,4,Salaried,Tier_1,2520,500,200,1020,360,720,330,390,480,970,340,7830,29.2,2370,270,80,20,10,30,40,250,100,10,10,30,80
2571,12900,23,0,Student,Tier_2,2760,0,360,850,920,770,340,450,200,150,700,7500,17.1,2210,5400,80,0,10,30,90,270,100,10,10,0,180
2572,155200,41,2,Business Owner,Tier_1,42790,17490,2740,23470,9860,14610,5130,7820,9600,4560,8880,146950,12.8,19870,8250,1280,520,80,700,990,5110,1540,230,290,140,2220
2573,71900,58,1,Retired,Tier_1,12530,0,2670,4860,3900,2700,3260,4030,3580,1880,2030,41440,30.1,21640,30460,380,0,80,150,390,940,980,120,110,60,510
2574,60900,29,2,Salaried,Tier_1,14480,0,1000,4660,3580,4980,2080,4030,3580,5310,1930,45630,11.8,7190,15270,430,0,30,140,360,1740,620,120,110,160,480
2575,12300,23,0,Student,Tier_2,3170,0,290,820,720,540,130,710,540,90,290,7300,11.9,1460,5000,100,0,10,20,70,190,40,20,20,0,70
2576,73000,32,0,Business Owner,Tier_2,17950,0,1660,7940,3910,4700,1540,2870,4340,420,3480,48810,32.3,23580,24190,540,0,50,240,390,1640,460,90,130,10,870
2577,114900,36,2,Salaried,Tier_2,21480,0,3270,15210,10150,3290,1450,5820,7780,11780,5310,85540,24.3,27920,29360,640,0,100,460,1020,1150,440,170,230,350,1330
2578,170700,33,1,Salaried,Tier_1,29610,0,7590,22490,12660,7070,2960,7420,9660,19440,3410,122310,34.2,58380,48390,890,0,230,670,1270,2470,890,220,290,580,850
2579,67800,19,0,Salaried,Tier_2,17690,4280,3110,5910,4330,4860,920,3420,2510,660,3340,51030,30.5,20680,16770,530,130,90,180,430,1700,280,100,80,20,840
2580,81800,29,0,Self-Employed,Tier_2,18380,3000,2630,11000,4910,2140,3060,3180,2340,1460,4230,56330,22.3,18240,25470,550,90,80,330,490,750,920,100,70,40,1060
2581,71000,39,0,Freelancer,Tier_1,14560,70,1120,8500,3910,2440,3300,1740,1170,220,4200,41230,18.0,12780,29770,440,0,30,260,390,850,990,50,40,10,1050
2582,97400,26,2,Salaried,Tier_1,13500,0,4500,10120,7240,6340,1880,3550,4350,1160,3600,56240,12.8,12470,41160,400,0,140,300,720,2220,560,110,130,30,900
2583,65900,51,1,Freelancer,Tier_1,18380,0,1930,4670,2170,2490,2040,3830,2590,5990,2040,46130,25.0,16480,19770,550,0,60,140,220,870,610,110,80,180,510
2584,58100,26,0,Business Owner,Tier_1,17420,0,2340,6330,2450,3860,2260,2390,2960,580,1650,42240,27.4,15920,15860,520,0,70,190,240,1350,680,70,90,20,410
2585,62600,35,0,Salaried,Tier_2,12550,7670,2430,8600,2260,5620,1500,3110,1410,40,3280,48470,25.1,15710,14130,380,230,70,260,230,1970,450,90,40,0,820
2586,6000,35,3,Freelancer,Tier_2,1370,30,290,600,510,290,220,430,420,130,340,4630,29.1,1750,1370,40,0,10,20,50,100,70,10,10,0,80
2587,161800,34,1,Business Owner,Tier_1,43470,0,2190,11280,8780,10090,7970,9130,6450,8020,6100,113480,27.2,44010,48320,1300,0,70,340,880,3530,2390,270,190,240,1520
2588,43800,30,1,Business Owner,Tier_2,8650,0,1440,4990,1880,2380,1650,1480,2050,830,1330,26680,18.5,8100,17120,260,0,40,150,190,830,500,40,60,20,330
2589,192900,28,3,Salaried,Tier_1,46510,0,2770,24620,14810,5360,6070,8700,7100,730,8340,125010,8.6,16590,67890,1400,0,80,740,1480,1880,1820,260,210,20,2080
2590,67900,26,1,Salaried,Tier_1,16060,0,1760,8500,3350,1410,1060,4190,3330,1030,2740,43430,27.2,18470,24470,480,0,50,260,340,490,320,130,100,30,680
2591,45600,37,1,Salaried,Tier_3,9670,0,1710,5710,1810,3140,940,2560,2930,3780,2610,34860,9.7,4420,10740,290,0,50,170,180,1100,280,80,90,110,650
2592,103200,22,1,Salaried,Tier_1,20080,18990,4960,9550,9230,8140,3590,3980,5100,910,5040,89570,23.5,24250,13630,600,570,150,290,920,2850,1080,120,150,30,1260
2593,126200,49,2,Business Owner,Tier_2,23750,18740,5080,12580,5620,13100,1310,5840,2460,1760,6270,96510,31.1,39250,29690,710,560,150,380,560,4580,390,180,70,50,1570
2594,8100,55,0,Self-Employed,Tier_1,2060,1530,310,1070,300,440,360,280,320,0,460,7130,21.9,1770,970,60,50,10,30,30,150,110,10,10,0,120
2595,15500,21,0,Student,Tier_1,4100,2630,540,1030,790,880,730,890,320,160,720,12790,31.4,4870,2710,120,80,20,30,80,310,220,30,10,0,180
2596,19000,19,0,Student,Tier_1,5540,2240,660,1570,670,1210,780,820,810,310,690,15300,24.2,4600,3700,170,70,20,50,70,420,230,20,20,10,170
2597,79800,39,0,Salaried,Tier_1,20710,0,840,9500,5620,4030,1980,1800,4150,1180,2260,52070,32.4,25860,27730,620,0,30,280,560,1410,590,50,120,40,560
2598,90400,46,3,Business Owner,Tier_1,20960,3790,990,10100,7020,3910,2820,2550,2880,5910,5020,65950,29.7,26850,24450,630,110,30,300,700,1370,850,80,90,180,1260
2599,42900,49,2,Self-Employed,Tier_2,6960,7370,750,4130,2220,1300,1050,1630,2650,430,1180,29670,10.9,4680,13230,210,220,20,120,220,450,320,50,80,10,300
2600,17400,48,2,Salaried,Tier_2,2910,3580,220,2780,810,370,780,840,1150,890,1040,15370,20.4,3550,2030,90,110,10,80,80,130,230,30,30,30,260
2601,128700,29,0,Business Owner,Tier_1,43150,7180,3640,13170,4150,7400,2080,2720,6340,1680,6870,98380,18.6,23940,30320,1290,220,110,400,420,2590,620,80,190,50,1720
2602,88900,28,3,Salaried,Tier_2,12880,0,3660,13480,3850,3860,2370,4980,5840,690,1970,53580,34.6,30760,35320,390,0,110,400,380,1350,710,150,180,20,490
2603,20400,27,0,Salaried,Tier_3,4810,0,550,2020,1700,710,860,880,1190,210,1160,14090,16.3,3330,6310,140,0,20,60,170,250,260,30,40,10,290
2604,88100,47,0,Salaried,Tier_2,11880,0,3620,10440,7570,6750,950,2200,1490,670,4520,50090,21.4,18850,38010,360,0,110,310,760,2360,280,70,40,20,1130
2605,9200,20,0,Student,Tier_2,2450,1180,140,1030,700,270,270,250,380,90,470,7230,33.6,3090,1970,70,40,0,30,70,90,80,10,10,0,120
2606,36900,29,2,Freelancer,Tier_1,12560,2030,1160,5200,1140,1540,690,1190,2320,2280,1130,31240,12.1,4460,5660,380,60,30,160,110,540,210,40,70,70,280
2607,34800,55,0,Salaried,Tier_1,9550,2550,1120,2180,2540,2910,1150,1180,1880,470,1450,26980,16.8,5850,7820,290,80,30,70,250,1020,340,40,60,10,360
2608,39200,44,2,Freelancer,Tier_3,8540,5940,1650,3940,2450,2320,470,1780,1870,4280,2040,35280,24.7,9680,3920,260,180,50,120,240,810,140,50,60,130,510
2609,8100,31,3,Business Owner,Tier_1,2180,1400,120,840,450,260,270,440,230,70,170,6430,31.4,2540,1670,70,40,0,30,40,90,80,10,10,0,40
2610,12700,31,3,Salaried,Tier_1,2700,2390,290,1360,970,820,330,630,790,650,440,11370,24.8,3150,1330,80,70,10,40,100,290,100,20,20,20,110
2611,57100,37,2,Salaried,Tier_2,12620,10490,980,5990,5040,3180,1280,3040,2410,400,1850,47280,31.9,18210,9820,380,310,30,180,500,1110,380,90,70,10,460
2612,151000,50,1,Self-Employed,Tier_1,44340,0,5490,10860,6340,12220,2700,6070,8280,2570,8440,107310,12.4,18720,43690,1330,0,160,330,630,4280,810,180,250,80,2110
2613,110400,30,2,Self-Employed,Tier_2,17750,15070,4660,8810,8370,3360,4190,7010,4850,1750,3740,79560,22.7,25060,30840,530,450,140,260,840,1180,1260,210,150,50,940
2614,53600,19,3,Business Owner,Tier_2,7590,0,2150,7690,3800,2660,1670,2150,1570,830,1490,31600,20.9,11200,22000,230,0,60,230,380,930,500,60,50,20,370
2615,59100,33,0,Self-Employed,Tier_1,18540,0,1790,4690,2800,2160,880,2380,2360,280,1920,37800,23.8,14070,21300,560,0,50,140,280,760,260,70,70,10,480
2616,8100,24,0,Student,Tier_1,1540,0,220,990,570,190,350,380,180,130,260,4810,16.8,1360,3290,50,0,10,30,60,70,100,10,10,0,60
2617,74700,72,0,Retired,Tier_2,10250,7160,2760,6750,6480,6690,1790,2910,1450,570,4400,51210,15.3,11430,23490,310,210,80,200,650,2340,540,90,40,20,1100
2618,260600,36,1,Business Owner,Tier_1,36270,6380,6510,31350,18090,12800,6200,9140,7860,8750,14150,157500,25.6,66710,103100,1090,190,200,940,1810,4480,1860,270,240,260,3540
2619,46100,19,0,Salaried,Tier_3,6980,0,1800,5880,2810,2650,910,1880,2500,320,1920,27650,22.3,10280,18450,210,0,50,180,280,930,270,60,80,10,480
2620,42300,35,3,Freelancer,Tier_2,5320,8640,1760,6180,2250,1590,430,1090,540,3410,1290,32500,27.3,11550,9800,160,260,50,190,220,560,130,30,20,100,320
2621,44900,37,1,Salaried,Tier_2,10550,3730,1730,3450,4040,1470,820,1930,2500,3300,1480,35000,15.1,6780,9900,320,110,50,100,400,510,250,60,80,100,370
2622,55800,33,1,Salaried,Tier_3,9040,0,2440,4410,4210,3680,1380,2630,760,5320,2820,36690,31.3,17470,19110,270,0,70,130,420,1290,410,80,20,160,700
2623,30500,57,1,Retired,Tier_2,7030,0,480,2130,1610,740,340,1400,1490,570,920,16710,8.3,2530,13790,210,0,10,60,160,260,100,40,40,20,230
2624,113300,32,0,Salaried,Tier_1,29900,0,4310,10730,6250,7950,5540,6700,2020,740,3570,77710,30.3,34330,35590,900,0,130,320,620,2780,1660,200,60,20,890
2625,143500,27,3,Salaried,Tier_1,25240,0,2930,15800,8290,12040,2510,8160,4620,1480,4980,86050,32.4,46490,57450,760,0,90,470,830,4210,750,240,140,40,1240
2626,133200,44,2,Self-Employed,Tier_1,31020,0,3010,11280,10760,12260,4920,6910,4120,1040,5520,90840,19.6,26110,42360,930,0,90,340,1080,4290,1480,210,120,30,1380
2627,100200,27,0,Salaried,Tier_1,15450,0,1290,7810,7580,6910,3070,3430,2060,1400,5150,54150,12.8,12830,46050,460,0,40,230,760,2420,920,100,60,40,1290
2628,54700,37,3,Salaried,Tier_2,9400,6090,2110,5320,3040,3090,990,3240,1910,370,1720,37280,9.0,4920,17420,280,180,60,160,300,1080,300,100,60,10,430
2629,4500,50,0,Freelancer,Tier_3,1320,350,130,510,210,210,220,90,220,80,220,3560,25.3,1140,940,40,10,0,20,20,70,70,0,10,0,60
2630,6000,43,3,Freelancer,Tier_2,1680,20,70,990,190,210,60,200,110,100,260,3890,34.0,2040,2110,50,0,0,30,20,70,20,10,0,0,60
2631,38100,38,2,Salaried,Tier_1,9640,7640,530,6100,3280,1850,730,1120,2090,3410,940,37330,15.1,5750,770,290,230,20,180,330,650,220,30,60,100,240
2632,41500,32,1,Salaried,Tier_2,8270,5030,1760,5430,3640,2800,1480,2260,670,890,1720,33950,13.0,5400,7550,250,150,50,160,360,980,440,70,20,30,430
2633,14200,19,0,Student,Tier_2,2230,0,610,1490,590,320,640,480,200,120,380,7060,27.0,3830,7140,70,0,20,40,60,110,190,10,10,0,100
2634,132200,24,0,Salaried,Tier_1,33550,0,4700,9640,6990,10780,5970,4390,3200,2350,5730,87300,8.4,11100,44900,1010,0,140,290,700,3770,1790,130,100,70,1430
2635,135700,21,2,Self-Employed,Tier_2,33280,13040,6450,21930,8710,10170,2540,6450,2430,1390,6220,112610,31.9,43290,23090,1000,390,190,660,870,3560,760,190,70,40,1560
2636,89300,41,4,Business Owner,Tier_1,15530,18920,1190,13640,2730,3210,1220,3950,4090,9780,3640,77900,18.7,16700,11400,470,570,40,410,270,1120,370,120,120,290,910
2637,65500,25,1,Salaried,Tier_3,13810,11740,2240,6560,3670,3290,2980,2920,3580,980,2010,53780,9.9,6480,11720,410,350,70,200,370,1150,890,90,110,30,500
2638,64000,53,3,Salaried,Tier_3,16370,4290,2220,10110,2710,4030,1670,2740,3930,860,1480,50410,17.2,11010,13590,490,130,70,300,270,1410,500,80,120,30,370
2639,151600,40,1,Salaried,Tier_1,33920,18580,5330,22790,11490,8850,5210,7260,9730,15780,4850,143790,14.9,22590,7810,1020,560,160,680,1150,3100,1560,220,290,470,1210
2640,61400,38,0,Salaried,Tier_1,9760,4670,2750,8270,3440,3050,2190,3100,2940,990,1490,42650,9.2,5650,18750,290,140,80,250,340,1070,660,90,90,30,370
2641,62000,45,0,Salaried,Tier_2,8830,13150,2470,5170,3190,1500,1480,2890,2800,750,2430,44660,15.4,9550,17340,260,390,70,160,320,520,440,90,80,20,610
2642,81100,20,0,Salaried,Tier_2,10790,3260,3420,6830,3090,5550,3050,3890,3810,260,2730,46680,24.2,19630,34420,320,100,100,200,310,1940,920,120,110,10,680
2643,89800,32,2,Business Owner,Tier_1,14960,13290,4240,12080,7130,8230,2340,4800,4960,300,4650,76980,33.6,30170,12820,450,400,130,360,710,2880,700,140,150,10,1160
2644,52300,33,2,Salaried,Tier_3,7710,0,2130,5530,4510,4280,2150,2520,2440,3060,1380,35710,24.4,12760,16590,230,0,60,170,450,1500,640,80,70,90,340
2645,49200,44,1,Freelancer,Tier_2,8720,840,1420,5950,2170,2500,760,2860,2910,210,2160,30500,8.0,3940,18700,260,30,40,180,220,880,230,90,90,10,540
2646,53100,54,0,Salaried,Tier_1,11130,5380,2160,4030,1870,1580,1990,1750,1170,20,1490,32570,31.5,16730,20530,330,160,60,120,190,550,600,50,40,0,370
2647,60900,42,0,Salaried,Tier_1,10810,0,780,4140,2160,2990,1160,1930,2250,870,1950,29040,11.8,7190,31860,320,0,20,120,220,1050,350,60,70,30,490
2648,272800,36,0,Business Owner,Tier_1,87370,36900,13610,30380,18870,13680,8930,8150,7580,1870,9190,236530,31.2,85110,36270,2620,1110,410,910,1890,4790,2680,240,230,60,2300
2649,6000,42,2,Business Owner,Tier_2,1720,430,100,840,230,210,140,200,180,480,290,4820,30.2,1810,1180,50,10,0,30,20,70,40,10,10,10,70
2650,42500,44,0,Self-Employed,Tier_2,8210,0,1200,4420,3820,1810,720,1990,1480,750,1510,25910,8.2,3480,16590,250,0,40,130,380,630,220,60,40,20,380
2651,105900,39,3,Salaried,Tier_1,21370,22830,3190,7970,9190,8720,1120,4730,2240,8060,6180,95600,25.6,27110,10300,640,680,100,240,920,3050,340,140,70,240,1540
2652,29100,20,2,Self-Employed,Tier_1,9730,4020,520,4530,2500,1110,1380,1660,650,460,1680,28240,15.1,4390,860,290,120,20,140,250,390,410,50,20,10,420
2653,47600,26,2,Salaried,Tier_1,10840,0,1220,6090,4080,2240,1450,2670,570,680,2270,32110,13.6,6470,15490,330,0,40,180,410,780,440,80,20,20,570
2654,46500,20,0,Salaried,Tier_2,13520,0,2010,2790,3180,2290,2070,1150,1780,60,2520,31370,15.6,7250,15130,410,0,60,80,320,800,620,30,50,0,630
2655,20000,45,3,Salaried,Tier_2,5270,0,670,2140,1430,960,860,1010,480,60,800,13680,23.3,4660,6320,160,0,20,60,140,340,260,30,10,0,200
2656,8100,53,1,Business Owner,Tier_1,1240,0,280,960,340,690,390,330,350,890,330,5800,29.5,2390,2300,40,0,10,30,30,240,120,10,10,30,80
2657,84400,40,3,Salaried,Tier_2,21320,0,4090,12430,2930,1980,2430,2200,5460,210,2480,55530,22.3,18820,28870,640,0,120,370,290,690,730,70,160,10,620
2658,48700,29,0,Freelancer,Tier_1,7700,0,1640,3520,4240,2560,770,1060,990,330,2050,24860,14.0,6820,23840,230,0,50,110,420,900,230,30,30,10,510
2659,96400,31,2,Self-Employed,Tier_2,20190,0,4510,8890,7660,6020,1570,4700,3730,1700,5560,64530,30.2,29110,31870,610,0,140,270,770,2110,470,140,110,50,1390
2660,80400,39,0,Salaried,Tier_1,23920,14320,3240,10200,4000,3320,3010,4170,2320,670,2240,71410,32.3,25970,8990,720,430,100,310,400,1160,900,130,70,20,560
2661,54600,25,1,Salaried,Tier_1,16680,0,820,5920,3080,1280,2390,2390,780,10,1100,34450,15.3,8350,20150,500,0,20,180,310,450,720,70,20,0,280
2662,30800,22,0,Student,Tier_1,10560,4750,1090,3300,1380,1040,1080,1840,1850,420,960,28270,33.9,10440,2530,320,140,30,100,140,360,320,60,60,10,240
2663,179400,41,1,Salaried,Tier_1,46690,22510,8160,26580,6910,10120,8800,8910,9320,360,9210,157570,10.3,18480,21830,1400,680,240,800,690,3540,2640,270,280,10,2300
2664,127000,29,0,Salaried,Tier_1,31360,9230,5660,17220,8800,6340,1940,5110,2510,30,7110,95310,16.6,21080,31690,940,280,170,520,880,2220,580,150,80,0,1780
2665,153400,51,3,Business Owner,Tier_1,48260,0,3180,22350,5790,15680,6420,5400,5230,14770,4510,131590,21.3,32670,21810,1450,0,100,670,580,5490,1930,160,160,440,1130
2666,46500,19,2,Salaried,Tier_3,7880,0,2000,3970,3940,1120,2140,2750,2930,700,2140,29570,33.4,15530,16930,240,0,60,120,390,390,640,80,90,20,540
2667,4500,44,3,Self-Employed,Tier_3,990,0,210,700,150,220,50,150,260,20,150,2900,29.2,1310,1600,30,0,10,20,20,80,20,0,10,0,40
2668,6000,62,2,Retired,Tier_2,1470,440,110,460,360,280,70,270,210,60,230,3960,32.2,1930,2040,40,10,0,10,40,100,20,10,10,0,60
2669,135600,19,2,Self-Employed,Tier_1,42680,5930,6530,12330,8120,13480,5410,5340,2270,1580,6850,110520,27.3,37020,25080,1280,180,200,370,810,4720,1620,160,70,50,1710
2670,51300,19,3,Self-Employed,Tier_3,10930,10630,960,7400,3690,4840,870,2870,3360,770,1640,47960,14.3,7340,3340,330,320,30,220,370,1690,260,90,100,20,410
2671,66500,25,2,Salaried,Tier_1,16920,0,2210,9790,2060,1430,910,2940,2800,870,1930,41860,15.5,10310,24640,510,0,70,290,210,500,270,90,80,30,480
